"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"2944862",1453079498,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.360944,-90.012553,10,"Mississippi River Forest"
"3043132",1265571881,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.356903,-90.006449,12,"Mississippi River Forest"
"312087",3090856236,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.631627,-89.839834,10,"Mississippi River Forest"
"3209182",3759485270,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.344063,-90.040572,23,"Mississippi River Forest"
"3243861",1837084372,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.343053,-90.049142,5,"Mississippi River Forest"
"333037",1899790287,"Ranunculales","Ranunculaceae","Clematis","Clematis virginiana","","SPECIES","Clematis virginiana L.","Clematis virginiana","","","Tennessee",35.636221,-89.848939,4,"Mississippi River Forest"
"334944",4080596173,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.056655,-90.129312,4,"Mississippi River Forest"
"356519",1265563159,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.363167,-90.016101,9,"Mississippi River Forest"
"3577251",1457579684,"Ranunculales","Papaveraceae","Sanguinaria","Sanguinaria canadensis","","SPECIES","Sanguinaria canadensis L.","Sanguinaria canadensis","","","Tennessee",35.359564,-90.013764,10,"Mississippi River Forest"
"3716451",2620206826,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.344108,-90.041746,6,"Mississippi River Forest"
"383727",1455594459,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.361239,-90.014681,12,"Mississippi River Forest"
"3919092",3061660963,"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus abortivus","","SPECIES","Ranunculus abortivus L.","Ranunculus abortivus","","","Tennessee",35.057964,-90.129967,16,"Mississippi River Forest"
"4003031",2557774265,"Ranunculales","Ranunculaceae","Actaea","Actaea pachypoda","","SPECIES","Actaea pachypoda Elliott","Actaea pachypoda","","","Tennessee",35.36325,-90.017036,10,"Mississippi River Forest"
"4210382",2557821222,"Ranunculales","Ranunculaceae","Actaea","Actaea pachypoda","","SPECIES","Actaea pachypoda Elliott","Actaea pachypoda","","","Tennessee",35.063494,-90.128333,10,"Mississippi River Forest"
"4245391",2641413926,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.057414,-90.120644,5,"Mississippi River Forest"
"457274",2429223662,"Ranunculales","Menispermaceae","Calycocarpum","Calycocarpum lyonii","","SPECIES","Calycocarpum lyonii (Pursh) Nutt. ex A.Gray","Calycocarpum lyonii","","","Tennessee",35.059028,-90.118303,10,"Mississippi River Forest"
"4599181",2236233509,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.344102,-90.041382,13,"Mississippi River Forest"
"464976",1802679244,"Ranunculales","Berberidaceae","Nandina","Nandina domestica","","SPECIES","Nandina domestica Thunb.","Nandina domestica","","","Tennessee",35.063409,-90.117266,31,"Mississippi River Forest"
"490785",2813983158,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.337216,-90.036455,12,"Mississippi River Forest"
"503749",2242963296,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.311898,-90.058035,22,"Mississippi River Forest"
"505036",4126841650,"Ranunculales","Ranunculaceae","Clematis","Clematis crispa","","SPECIES","Clematis crispa L.","Clematis crispa","","","Tennessee",35.302842,-90.081025,4,"Mississippi River Forest"
"505068",1291072152,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.362992,-90.016552,5,"Mississippi River Forest"
"5076301",4076152705,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.344178,-90.044097,11,"Mississippi River Forest"
"5102651",3090950696,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.066656,-90.120247,4,"Mississippi River Forest"
"520498",2283061931,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.643153,-89.838555,15,"Mississippi River Forest"
"541985",3031807033,"Ranunculales","Berberidaceae","Nandina","Nandina domestica","","SPECIES","Nandina domestica Thunb.","Nandina domestica","","","Tennessee",35.378819,-89.980616,9,"Mississippi River Forest"
"544840",2868108588,"Ranunculales","Ranunculaceae","Actaea","Actaea pachypoda","","SPECIES","Actaea pachypoda Elliott","Actaea pachypoda","","","Tennessee",35.341613,-90.052642,5,"Mississippi River Forest"
"5542723",1291072151,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.360351,-90.012203,5,"Mississippi River Forest"
"5754211",1291078310,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.341009,-90.047324,8,"Mississippi River Forest"
"575723",3858346732,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.3091,-90.063636,41,"Mississippi River Forest"
"5776711",3070405912,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.341542,-90.052611,50,"Mississippi River Forest"
"5852351",4138219646,"Rosales","Urticaceae","Laportea","Laportea canadensis","","SPECIES","Laportea canadensis (L.) Wedd.","Laportea canadensis","","","Tennessee",35.064408,-90.128526,8,"Mississippi River Forest"
"5873581",1899797439,"Rosales","Rosaceae","Prunus","Prunus americana","","SPECIES","Prunus americana Marshall","Prunus americana","","","Tennessee",35.642591,-89.834187,15,"Mississippi River Forest"
"5891082",1913158704,"Rosales","Moraceae","Maclura","Maclura pomifera","","SPECIES","Maclura pomifera (Raf. ex Sarg.) C.K.Schneid.","Maclura pomifera","","","Tennessee",35.351826,-90.053003,8,"Mississippi River Forest"
"603430",1291662554,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.357212,-90.006036,4,"Mississippi River Forest"
"620344",2626263443,"Rosales","Moraceae","Ficus","Ficus carica","","SPECIES","Ficus carica L.","Ficus carica","","","Tennessee",35.161499,-90.05538,10,"Mississippi River Forest"
"653397",3067654924,"Rosales","Rosaceae","Rosa","Rosa multiflora","","SPECIES","Rosa multiflora Thunb.","Rosa multiflora","","","Tennessee",35.060878,-90.126975,6,"Mississippi River Forest"
"6541092",2898385855,"Rosales","Moraceae","Maclura","Maclura pomifera","","SPECIES","Maclura pomifera (Raf. ex Sarg.) C.K.Schneid.","Maclura pomifera","","","Tennessee",35.37861,-89.98043,9,"Mississippi River Forest"
"660015",2984491686,"Rosales","Moraceae","Maclura","Maclura pomifera","","SPECIES","Maclura pomifera (Raf. ex Sarg.) C.K.Schneid.","Maclura pomifera","","","Tennessee",35.378626,-89.980149,7,"Mississippi River Forest"
"688670",1262386846,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.067413,-90.111098,5,"Mississippi River Forest"
"7153831",2619948095,"Rosales","Rosaceae","Prunus","Prunus angustifolia","","SPECIES","Prunus angustifolia Marshall","Prunus angustifolia","","","Tennessee",35.344178,-90.033121,4,"Mississippi River Forest"
"746353",2557820656,"Rosales","Rosaceae","Geum","Geum canadense","","SPECIES","Geum canadense Jacq.","Geum canadense","","","Tennessee",35.057522,-90.127831,10,"Mississippi River Forest"
"7608541",4138252560,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.366833,-90.026009,4,"Mississippi River Forest"
"7897641",2814077690,"Rosales","Ulmaceae","Ulmus","Ulmus rubra","","SPECIES","Ulmus rubra Muhl.","Ulmus rubra","","","Tennessee",35.336803,-90.05545,10,"Mississippi River Forest"
"791058",2422955377,"Rosales","Moraceae","Morus","Morus alba","","SPECIES","Morus alba L.","Morus alba","","","Tennessee",35.172488,-90.056222,6,"Mississippi River Forest"
"816320",4133593351,"Rosales","Ulmaceae","Planera","Planera aquatica","","SPECIES","Planera aquatica J.F.Gmel.","Planera aquatica","","","Tennessee",35.196504,-90.038846,4,"Mississippi River Forest"
"832458",2898522845,"Rosales","Ulmaceae","Ulmus","Ulmus americana","","SPECIES","Ulmus americana L.","Ulmus americana","","","Tennessee",35.378491,-89.980451,8,"Mississippi River Forest"
"8700951",1702471266,"Rosales","Moraceae","Maclura","Maclura pomifera","","SPECIES","Maclura pomifera (Raf. ex Sarg.) C.K.Schneid.","Maclura pomifera","","","Tennessee",35.351825,-90.052947,15,"Mississippi River Forest"
"8775722",4137743345,"Rosales","Urticaceae","Laportea","Laportea canadensis","","SPECIES","Laportea canadensis (L.) Wedd.","Laportea canadensis","","","Tennessee",35.348444,-90.0557,31,"Mississippi River Forest"
"9017231",2283281507,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.361177,-90.014464,15,"Mississippi River Forest"
"9097381",2460142252,"Rosales","Moraceae","Maclura","Maclura pomifera","","SPECIES","Maclura pomifera (Raf. ex Sarg.) C.K.Schneid.","Maclura pomifera","","","Tennessee",35.351851,-90.053156,15,"Mississippi River Forest"
"920943",4137620900,"Rosales","Urticaceae","Laportea","Laportea canadensis","","SPECIES","Laportea canadensis (L.) Wedd.","Laportea canadensis","","","Tennessee",35.321213,-90.060455,22,"Mississippi River Forest"
"9388671",2634255621,"Rosales","Moraceae","Broussonetia","Broussonetia papyrifera","","SPECIES","Broussonetia papyrifera (L.) L'Hér. ex Vent.","Broussonetia papyrifera","","","Tennessee",35.126835,-90.073097,4,"Mississippi River Forest"
"948459",2331848308,"Rosales","Rosaceae","Geum","Geum canadense","","SPECIES","Geum canadense Jacq.","Geum canadense","","","Tennessee",35.060739,-90.116181,5,"Mississippi River Forest"
"955804",4103168301,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.359731,-90.009949,6,"Mississippi River Forest"
"980623",2813889583,"Rosales","Rosaceae","Potentilla","Potentilla indica","","SPECIES","Potentilla indica (Andrews) Th.Wolf","Potentilla indica","","","Tennessee",35.061031,-90.116547,7,"Mississippi River Forest"
"71176",4138344377,"Asterales","Asteraceae","Conoclinium","Conoclinium coelestinum","","SPECIES","Conoclinium coelestinum (L.) DC.","Conoclinium coelestinum","","","Tennessee",36.375403,-89.43653,4,"Mississippi River Forest"
"111608",4407309095,"Asterales","Campanulaceae","Lobelia","Lobelia cardinalis","","SPECIES","Lobelia cardinalis L.","Lobelia cardinalis","","","Tennessee",36.445166,-89.381503,31,"Mississippi River Forest"
"1172262",3355617266,"Asterales","Asteraceae","Mikania","Mikania scandens","","SPECIES","Mikania scandens (L.) Willd.","Mikania scandens","","","Tennessee",36.374791,-89.435,31,"Mississippi River Forest"
"1489322",3124923391,"Asterales","Asteraceae","Taraxacum","Taraxacum officinale","","SPECIES","Taraxacum officinale Weber ex F.H.Wigg.","Taraxacum officinale","","","Tennessee",36.374198,-89.482938,18,"Mississippi River Forest"
"1795862",3994168460,"Asterales","Asteraceae","Packera","Packera glabella","","SPECIES","Packera glabella (Poir.) C.Jeffrey","Packera glabella","","","Tennessee",36.391388,-89.446449,36,"Mississippi River Forest"
"325812",3902106959,"Asterales","Asteraceae","Conoclinium","Conoclinium coelestinum","","SPECIES","Conoclinium coelestinum (L.) DC.","Conoclinium coelestinum","","","Tennessee",36.374791,-89.435,31,"Mississippi River Forest"
"391372",3031849441,"Asterales","Asteraceae","Coreopsis","Coreopsis tinctoria","","SPECIES","Coreopsis tinctoria Nutt.","Coreopsis tinctoria","","","Tennessee",36.113786,-89.600647,5,"Mississippi River Forest"
"433039",4405580398,"Asterales","Asteraceae","Silphium","Silphium perfoliatum","","SPECIES","Silphium perfoliatum L.","Silphium perfoliatum","","","Tennessee",36.383762,-89.44763,4,"Mississippi River Forest"
"5196592",3923558932,"Asterales","Asteraceae","Xanthium","Xanthium strumarium","","SPECIES","Xanthium strumarium L.","Xanthium strumarium","","","Tennessee",36.443767,-89.383492,46,"Mississippi River Forest"
"562314",4165553626,"Asterales","Asteraceae","Packera","Packera glabella","","SPECIES","Packera glabella (Poir.) C.Jeffrey","Packera glabella","","","Tennessee",36.212608,-89.660239,4,"Mississippi River Forest"
"6347211",3889004886,"Asterales","Asteraceae","Eclipta","Eclipta prostrata","","SPECIES","Eclipta prostrata (L.) L.","Eclipta prostrata","","","Tennessee",36.412138,-89.420517,4,"Mississippi River Forest"
"642034",2963959819,"Asterales","Asteraceae","Xanthium","Xanthium strumarium","","SPECIES","Xanthium strumarium L.","Xanthium strumarium","","","Tennessee",36.439781,-89.414394,13,"Mississippi River Forest"
"6600741",3456501840,"Asterales","Asteraceae","Eclipta","Eclipta prostrata","","SPECIES","Eclipta prostrata (L.) L.","Eclipta prostrata","","","Tennessee",36.379795,-89.442221,31,"Mississippi River Forest"
"6607911",3118373248,"Asterales","Asteraceae","Packera","Packera glabella","","SPECIES","Packera glabella (Poir.) C.Jeffrey","Packera glabella","","","Tennessee",36.401042,-89.496903,5,"Mississippi River Forest"
"8141142",3415874811,"Asterales","Asteraceae","Lactuca","Lactuca floridana","","SPECIES","Lactuca floridana (L.) Gaertn.","Lactuca floridana","","","Tennessee",36.151763,-89.571695,15,"Mississippi River Forest"
"876350",2818746239,"Asterales","Asteraceae","Ambrosia","Ambrosia trifida","","SPECIES","Ambrosia trifida L.","Ambrosia trifida","","","Tennessee",36.198307,-89.527012,15,"Mississippi River Forest"
"916757",2862576689,"Asterales","Asteraceae","Lactuca","Lactuca floridana","","SPECIES","Lactuca floridana (L.) Gaertn.","Lactuca floridana","","","Tennessee",36.11535,-89.574858,10,"Mississippi River Forest"
"919718",3859041024,"Asterales","Asteraceae","Packera","Packera glabella","","SPECIES","Packera glabella (Poir.) C.Jeffrey","Packera glabella","","","Tennessee",36.115272,-89.574797,10,"Mississippi River Forest"
"91552",3858942885,"Ericales","Primulaceae","Lysimachia","Lysimachia ciliata","","SPECIES","Lysimachia ciliata L.","Lysimachia ciliata","","","Tennessee",36.443578,-89.384262,4,"Mississippi River Forest"
"9361",4075886330,"Ericales","Primulaceae","Hottonia","Hottonia inflata","","SPECIES","Hottonia inflata Elliott","Hottonia inflata","","","Tennessee",36.362902,-89.43101,22,"Mississippi River Forest"
"176271",3384026436,"Ericales","Balsaminaceae","Impatiens","Impatiens capensis","","SPECIES","Impatiens capensis Meerb.","Impatiens capensis","","","Tennessee",36.384078,-89.446653,14,"Mississippi River Forest"
"34177",3109297102,"Ericales","Balsaminaceae","Impatiens","Impatiens capensis","","SPECIES","Impatiens capensis Meerb.","Impatiens capensis","","","Tennessee",36.385655,-89.448503,11,"Mississippi River Forest"
"731503",2963954847,"Ericales","Balsaminaceae","Impatiens","Impatiens capensis","","SPECIES","Impatiens capensis Meerb.","Impatiens capensis","","","Tennessee",36.353968,-89.415082,4,"Mississippi River Forest"
"9300110",4116296557,"Ericales","Primulaceae","Hottonia","Hottonia inflata","","SPECIES","Hottonia inflata Elliott","Hottonia inflata","","","Tennessee",36.403828,-89.4188,8,"Mississippi River Forest"
"1670601",4080480725,"Ericales","Primulaceae","Hottonia","Hottonia inflata","","SPECIES","Hottonia inflata Elliott","Hottonia inflata","","","Tennessee",36.468438,-89.364418,31,"Mississippi River Forest"
"177179",2252040735,"Ericales","Balsaminaceae","Impatiens","Impatiens capensis","","SPECIES","Impatiens capensis Meerb.","Impatiens capensis","","","Tennessee",36.409257,-89.414476,7,"Mississippi River Forest"
